Date,open,Hour,Min,classification
20210216,15394.75,9,19,1
20210216,15401.0,9,20,1
20210216,15404.2,9,21,1
20210216,15407.05,9,22,1
20210216,15408.35,9,23,1
20210216,15409.7,9,24,1
20210216,15413.35,9,25,-1
20210216,15412.6,9,26,-1
20210216,15404.5,9,27,1
20210216,15414.55,9,28,1
20210216,15416.05,9,29,1
20210216,15421.3,9,30,-1
20210216,15422.15,9,31,-1
20210216,15417.6,9,32,1
20210216,15422.5,9,33,1
20210216,15429.5,9,34,-1
20210216,15428.4,9,35,-1
20210216,15422.25,9,36,-1
20210216,15420.2,9,37,1
20210216,15421.7,9,38,-1
20210216,15422.1,9,39,-1
20210216,15422.3,9,40,-1
20210216,15415.85,9,41,1
20210216,15424.05,9,42,1
20210216,15425.95,9,43,-1
20210216,15421.9,9,44,-1
20210216,15419.8,9,45,-1
20210216,15419.15,9,46,-1
20210216,15412.0,9,47,1
20210216,15417.3,9,48,-1
20210216,15414.85,9,49,1
20210216,15415.15,9,50,-1
20210216,15412.0,9,51,1
20210216,15413.25,9,52,-1
20210216,15408.15,9,53,-1
20210216,15402.45,9,54,-1
20210216,15397.0,9,55,-1
20210216,15384.95,9,56,1
20210216,15394.25,9,57,1
20210216,15395.7,9,58,1
20210216,15403.85,9,59,-1
20210216,15393.55,10,00,-1
20210216,15383.75,10,01,-1
20210216,15377.15,10,02,-1
20210216,15371.55,10,03,1
20210216,15375.0,10,04,1
20210216,15377.55,10,05,1
20210216,15379.4,10,06,1
20210216,15395.85,10,07,-1
20210216,15384.9,10,08,1
20210216,15386.75,10,09,1
20210216,15389.0,10,10,-1
20210216,15388.35,10,11,1
20210216,15396.45,10,12,-1
20210216,15391.85,10,13,-1
20210216,15383.65,10,14,1
20210216,15389.3,10,15,1
20210216,15392.75,10,16,-1
20210216,15385.8,10,17,1
20210216,15388.4,10,18,1
20210216,15389.75,10,19,-1
20210216,15390.1,10,20,-1
20210216,15379.9,10,21,1
20210216,15386.7,10,22,-1
20210216,15381.05,10,23,1
20210216,15387.25,10,24,-1
20210216,15386.75,10,25,1
20210216,15390.3,10,26,-1
20210216,15386.15,10,27,1
20210216,15394.5,10,28,-1
20210216,15392.45,10,29,-1
20210216,15391.05,10,30,-1
20210216,15390.8,10,31,1
20210216,15397.05,10,32,-1
20210216,15387.9,10,33,1
20210216,15391.7,10,34,1
20210216,15393.0,10,35,1
20210216,15395.8,10,36,-1
20210216,15394.0,10,37,1
20210216,15400.75,10,38,1
20210216,15404.35,10,39,1
20210216,15407.45,10,40,-1
20210216,15406.9,10,41,1
20210216,15407.7,10,42,-1
20210216,15401.6,10,43,1
20210216,15402.25,10,44,-1
20210216,15400.35,10,45,1
20210216,15405.3,10,46,1
20210216,15409.7,10,47,1
20210216,15412.75,10,48,-1
20210216,15409.55,10,49,-1
20210216,15409.2,10,50,1
20210216,15409.6,10,51,1
20210216,15412.7,10,52,-1
20210216,15411.5,10,53,-1
20210216,15400.7,10,54,1
20210216,15405.7,10,55,-1
20210216,15398.05,10,56,-1
20210216,15393.65,10,57,-1
20210216,15385.85,10,58,1
20210216,15391.2,10,59,1
20210216,15395.85,11,00,1
20210216,15396.6,11,01,1
20210216,15398.0,11,02,1
20210216,15398.75,11,03,1
20210216,15405.45,11,04,-1
20210216,15402.05,11,05,-1
20210216,15399.25,11,06,1
20210216,15405.1,11,07,-1
20210216,15396.0,11,08,-1
20210216,15393.8,11,09,1
20210216,15396.65,11,10,-1
20210216,15395.8,11,11,-1
20210216,15388.55,11,12,1
20210216,15390.9,11,13,-1
20210216,15386.3,11,14,-1
20210216,15381.35,11,15,1
20210216,15382.75,11,16,-1
20210216,15374.7,11,17,-1
20210216,15371.55,11,18,1
20210216,15377.05,11,19,1
20210216,15377.9,11,20,-1
20210216,15373.6,11,21,1
20210216,15371.85,11,22,-1
20210216,15367.45,11,23,-1
20210216,15365.2,11,24,-1
20210216,15363.95,11,25,1
20210216,15367.1,11,26,-1
20210216,15356.05,11,27,-1
20210216,15347.95,11,28,1
20210216,15351.15,11,29,1
20210216,15352.3,11,30,-1
20210216,15347.9,11,31,-1
20210216,15335.4,11,32,1
20210216,15344.6,11,33,1
20210216,15357.65,11,34,-1
20210216,15356.85,11,35,-1
20210216,15351.95,11,36,-1
20210216,15345.0,11,37,-1
20210216,15341.6,11,38,1
20210216,15351.35,11,39,1
20210216,15354.35,11,40,-1
20210216,15350.25,11,41,1
20210216,15361.55,11,42,-1
20210216,15361.15,11,43,-1
20210216,15361.1,11,44,1
20210216,15362.6,11,45,1
20210216,15362.65,11,46,1
20210216,15363.8,11,47,1
20210216,15363.9,11,48,-1
20210216,15358.75,11,49,-1
20210216,15351.2,11,50,-1
20210216,15347.8,11,51,-1
20210216,15345.15,11,52,-1
20210216,15343.5,11,53,1
20210216,15344.1,11,54,-1
20210216,15343.35,11,55,-1
20210216,15337.55,11,56,1
20210216,15339.7,11,57,1
20210216,15343.4,11,58,1
20210216,15344.9,11,59,-1
20210216,15337.8,12,00,1
20210216,15349.05,12,01,1
20210216,15353.35,12,02,1
20210216,15354.75,12,03,-1
20210216,15353.45,12,04,1
20210216,15356.3,12,05,1
20210216,15358.7,12,06,1
20210216,15361.85,12,07,-1
20210216,15359.95,12,08,-1
20210216,15357.2,12,09,-1
20210216,15353.85,12,10,1
20210216,15354.85,12,11,-1
20210216,15350.9,12,12,1
20210216,15358.4,12,13,-1
20210216,15354.35,12,14,-1
20210216,15351.45,12,15,1
20210216,15353.25,12,16,-1
20210216,15351.3,12,17,-1
20210216,15350.8,12,18,1
20210216,15354.9,12,19,1
20210216,15360.5,12,20,1
20210216,15360.7,12,21,-1
20210216,15359.2,12,22,1
20210216,15359.9,12,23,-1
20210216,15354.4,12,24,-1
20210216,15352.85,12,25,1
20210216,15355.7,12,26,-1
20210216,15353.1,12,27,-1
20210216,15350.7,12,28,-1
20210216,15346.8,12,29,1
20210216,15349.15,12,30,-1
20210216,15347.4,12,31,1
20210216,15359.55,12,32,1
20210216,15363.05,12,33,1
20210216,15365.7,12,34,-1
20210216,15365.4,12,35,-1
20210216,15365.15,12,36,-1
20210216,15356.0,12,37,-1
20210216,15327.2,12,38,-1
20210216,15326.75,12,39,1
20210216,15335.1,12,40,-1
20210216,15329.1,12,41,-1
20210216,15324.05,12,42,-1
20210216,15323.85,12,43,1
20210216,15333.8,12,44,-1
20210216,15325.2,12,45,-1
20210216,15312.25,12,46,-1
20210216,15306.9,12,47,1
20210216,15321.3,12,48,-1
20210216,15313.35,12,49,1
20210216,15320.1,12,50,1
20210216,15325.6,12,51,1
20210216,15325.4,12,52,-1
20210216,15318.5,12,53,-1
20210216,15315.05,12,54,-1
20210216,15309.25,12,55,1
20210216,15312.65,12,56,-1
20210216,15309.7,12,57,-1
20210216,15308.45,12,58,1
20210216,15313.2,12,59,1
20210216,15314.7,13,00,-1
20210216,15311.95,13,01,-1
20210216,15291.3,13,02,-1
20210216,15289.6,13,03,1
20210216,15290.5,13,04,-1
20210216,15283.85,13,05,-1
20210216,15274.05,13,06,-1
20210216,15273.1,13,07,-1
20210216,15270.45,13,08,1
20210216,15277.25,13,09,1
20210216,15288.85,13,10,-1
20210216,15277.55,13,11,-1
20210216,15263.85,13,12,-1
20210216,15262.9,13,13,-1
20210216,15262.25,13,14,1
20210216,15269.45,13,15,1
20210216,15275.15,13,16,-1
20210216,15255.35,13,17,-1
20210216,15251.1,13,18,1
20210216,15254.45,13,19,1
20210216,15265.8,13,20,1
20210216,15275.05,13,21,1
20210216,15274.75,13,22,-1
20210216,15273.7,13,23,1
20210216,15285.15,13,24,-1
20210216,15282.85,13,25,1
20210216,15284.3,13,26,-1
20210216,15279.15,13,27,1
20210216,15281.2,13,28,1
20210216,15283.6,13,29,1
20210216,15289.05,13,30,1
20210216,15292.65,13,31,1
20210216,15303.55,13,32,1
20210216,15305.25,13,33,-1
20210216,15302.45,13,34,-1
20210216,15299.6,13,35,1
20210216,15305.75,13,36,1
20210216,15318.1,13,37,-1
20210216,15312.0,13,38,-1
20210216,15298.95,13,39,-1
20210216,15290.15,13,40,-1
20210216,15281.2,13,41,1
20210216,15290.2,13,42,1
20210216,15291.7,13,43,1
20210216,15292.4,13,44,1
20210216,15294.3,13,45,1
20210216,15295.7,13,46,-1
20210216,15290.25,13,47,-1
20210216,15290.7,13,48,-1
20210216,15282.85,13,49,1
20210216,15285.6,13,50,-1
20210216,15284.35,13,51,-1
20210216,15278.45,13,52,-1
20210216,15264.2,13,53,1
20210216,15270.4,13,54,-1
20210216,15268.8,13,55,-1
20210216,15268.1,13,56,1
20210216,15268.25,13,57,-1
20210216,15251.65,13,58,-1
20210216,15251.25,13,59,-1
20210216,15246.0,14,00,1
20210216,15247.25,14,01,1
20210216,15253.65,14,02,-1
20210216,15247.55,14,03,1
20210216,15256.35,14,04,1
20210216,15255.75,14,05,1
20210216,15258.2,14,06,1
20210216,15273.1,14,07,-1
20210216,15272.45,14,08,-1
20210216,15271.7,14,09,-1
20210216,15271.25,14,10,-1
20210216,15266.35,14,11,1
20210216,15266.5,14,12,1
20210216,15271.55,14,13,1
20210216,15273.9,14,14,1
20210216,15276.0,14,15,1
20210216,15277.45,14,16,-1
20210216,15268.5,14,17,1
20210216,15286.7,14,18,1
20210216,15289.4,14,19,-1
20210216,15289.5,14,20,-1
20210216,15287.2,14,21,1
20210216,15291.95,14,22,-1
20210216,15290.75,14,23,-1
20210216,15287.95,14,24,-1
20210216,15281.1,14,25,-1
20210216,15279.6,14,26,-1
20210216,15269.65,14,27,1
20210216,15276.4,14,28,1
20210216,15279.5,14,29,1
20210216,15285.95,14,30,1
20210216,15288.7,14,31,1
20210216,15300.6,14,32,1
20210216,15307.9,14,33,-1
20210216,15305.7,14,34,1
20210216,15307.75,14,35,1
20210216,15318.8,14,36,-1
20210216,15317.65,14,37,1
20210216,15319.55,14,38,1
20210216,15319.05,14,39,-1
20210216,15307.45,14,40,1
20210216,15311.65,14,41,-1
20210216,15305.75,14,42,1
20210216,15306.95,14,43,1
20210216,15317.8,14,44,-1
20210216,15312.05,14,45,1
20210216,15312.6,14,46,1
20210216,15318.5,14,47,-1
20210216,15315.85,14,48,-1
20210216,15309.2,14,49,-1
20210216,15299.6,14,50,1
20210216,15306.25,14,51,1
20210216,15314.2,14,52,-1
20210216,15311.0,14,53,1
20210216,15311.65,14,54,-1
20210216,15309.1,14,55,-1
20210216,15307.7,14,56,-1
20210216,15305.5,14,57,1
20210216,15307.7,14,58,1
20210216,15310.65,14,59,1
20210216,15312.45,15,00,1
20210216,15314.3,15,01,1
20210216,15321.2,15,02,-1
20210216,15316.85,15,03,1
20210216,15321.85,15,04,1
20210216,15321.15,15,05,-1
20210216,15321.25,15,06,-1
20210216,15310.8,15,07,-1
20210216,15302.75,15,08,-1
20210216,15295.75,15,09,1
20210216,15301.45,15,10,1
20210216,15303.15,15,11,1
20210216,15305.25,15,12,1
20210216,15309.15,15,13,1
20210216,15315.1,15,14,-1
20210216,15314.8,15,15,-1
20210216,15313.35,15,16,1
20210216,15314.75,15,17,-1
20210216,15311.85,15,18,-1
20210216,15304.65,15,19,1
20210216,15313.35,15,20,-1
20210216,15310.0,15,21,1
20210216,15313.25,15,22,1
20210216,15315.3,15,23,1
20210216,15316.65,15,24,1
20210216,15320.0,15,25,1
20210216,15321.5,15,26,-1
20210216,15321.35,15,27,1
20210216,15321.75,15,28,-1
20210216,15320.2,15,29,-1
20210216,15317.9,15,30,1
20210216,15318.0,15,31,-1
20210216,15313.45,15,32,-1
20210217,15279.9,9,08,-1
20210217,15285.1,9,16,-1
20210217,15261.2,9,17,1
20210217,15263.8,9,18,1
20210217,15278.9,9,19,-1
20210217,15262.75,9,20,-1
20210217,15260.25,9,21,-1
20210217,15258.5,9,22,-1
20210217,15249.25,9,23,1
20210217,15255.55,9,24,1
20210217,15252.25,9,25,1
20210217,15265.8,9,26,-1
20210217,15264.45,9,27,1
20210217,15272.9,9,28,-1
20210217,15267.8,9,29,-1
20210217,15264.05,9,30,1
20210217,15265.85,9,31,-1
20210217,15247.6,9,32,-1
20210217,15233.65,9,33,1
20210217,15237.0,9,34,-1
20210217,15233.25,9,35,-1
20210217,15226.65,9,36,1
20210217,15230.0,9,37,-1
20210217,15218.0,9,38,-1
20210217,15217.85,9,39,1
20210217,15229.95,9,40,-1
20210217,15222.8,9,41,1
20210217,15229.7,9,42,1
20210217,15233.3,9,43,-1
20210217,15229.0,9,44,1
20210217,15238.1,9,45,-1
20210217,15233.35,9,46,1
20210217,15239.95,9,47,-1
20210217,15232.4,9,48,1
20210217,15237.4,9,49,-1
20210217,15223.85,9,50,1
20210217,15227.75,9,51,1
20210217,15233.15,9,52,1
20210217,15234.5,9,53,1
20210217,15237.45,9,54,-1
20210217,15234.8,9,55,-1
20210217,15229.45,9,56,-1
20210217,15224.75,9,57,-1
20210217,15224.65,9,58,1
20210217,15235.9,9,59,-1
20210217,15234.25,10,00,-1
20210217,15224.7,10,01,-1
20210217,15219.1,10,02,-1
20210217,15206.0,10,03,1
20210217,15214.05,10,04,-1
20210217,15217.15,10,05,1
20210217,15219.45,10,06,-1
20210217,15217.45,10,07,1
20210217,15221.15,10,08,-1
20210217,15221.5,10,09,1
20210217,15224.1,10,10,1
20210217,15230.85,10,11,1
20210217,15236.35,10,12,1
20210217,15238.4,10,13,1
20210217,15244.55,10,14,-1
20210217,15242.1,10,15,-1
20210217,15241.1,10,16,-1
20210217,15231.35,10,17,1
20210217,15238.2,10,18,1
20210217,15247.8,10,19,1
20210217,15252.95,10,20,1
20210217,15256.55,10,21,1
20210217,15258.95,10,22,-1
20210217,15258.25,10,23,-1
20210217,15251.35,10,24,-1
20210217,15247.45,10,25,-1
20210217,15235.45,10,26,-1
20210217,15233.9,10,27,1
20210217,15235.3,10,28,1
20210217,15236.45,10,29,1
20210217,15238.7,10,30,-1
20210217,15236.8,10,31,-1
20210217,15236.15,10,32,-1
20210217,15234.85,10,33,1
20210217,15237.25,10,34,-1
20210217,15229.6,10,35,-1
20210217,15225.25,10,36,1
20210217,15231.75,10,37,1
20210217,15236.1,10,38,1
20210217,15237.0,10,39,-1
20210217,15227.55,10,40,1
20210217,15229.6,10,41,1
20210217,15233.4,10,42,1
20210217,15237.9,10,43,-1
20210217,15237.6,10,44,1
20210217,15242.7,10,45,1
20210217,15245.95,10,46,1
20210217,15248.5,10,47,-1
20210217,15240.45,10,48,1
20210217,15243.15,10,49,1
20210217,15246.25,10,50,1
20210217,15253.15,10,51,1
20210217,15256.2,10,52,-1
20210217,15250.6,10,53,-1
20210217,15250.5,10,54,1
20210217,15251.1,10,55,1
20210217,15253.7,10,56,1
20210217,15254.15,10,57,-1
20210217,15254.0,10,58,1
20210217,15254.25,10,59,1
20210217,15260.65,11,00,1
20210217,15270.8,11,01,1
20210217,15278.3,11,02,-1
20210217,15277.55,11,03,1
20210217,15282.4,11,04,1
20210217,15284.9,11,05,1
20210217,15289.35,11,06,1
20210217,15295.0,11,07,-1
20210217,15289.55,11,08,1
20210217,15295.55,11,09,1
20210217,15300.25,11,10,1
20210217,15304.25,11,11,1
20210217,15310.35,11,12,-1
20210217,15299.9,11,13,-1
20210217,15297.25,11,14,-1
20210217,15290.7,11,15,1
20210217,15291.9,11,16,1
20210217,15293.8,11,17,-1
20210217,15284.65,11,18,1
20210217,15290.45,11,19,-1
20210217,15287.5,11,20,1
20210217,15289.2,11,21,1
20210217,15292.1,11,22,1
20210217,15302.9,11,23,-1
20210217,15297.4,11,24,-1
20210217,15296.15,11,25,-1
20210217,15293.65,11,26,1
20210217,15295.75,11,27,1
20210217,15295.2,11,28,-1
20210217,15288.95,11,29,-1
20210217,15286.85,11,30,-1
20210217,15284.15,11,31,-1
20210217,15281.4,11,32,-1
20210217,15277.3,11,33,-1
20210217,15269.55,11,34,1
20210217,15272.8,11,35,-1
20210217,15268.0,11,36,1
20210217,15280.9,11,37,-1
20210217,15277.5,11,38,1
20210217,15279.0,11,39,-1
20210217,15279.3,11,40,1
20210217,15280.85,11,41,1
20210217,15286.15,11,42,1
20210217,15287.65,11,43,1
20210217,15290.05,11,44,1
20210217,15290.55,11,45,-1
20210217,15280.4,11,46,1
20210217,15283.15,11,47,1
20210217,15284.55,11,48,-1
20210217,15280.55,11,49,1
20210217,15283.15,11,50,-1
20210217,15283.7,11,51,1
20210217,15284.9,11,52,1
20210217,15286.2,11,53,1
20210217,15287.2,11,54,-1
20210217,15282.8,11,55,-1
20210217,15279.6,11,56,-1
20210217,15272.9,11,57,1
20210217,15275.85,11,58,1
20210217,15280.65,11,59,-1
20210217,15279.55,12,00,1
20210217,15283.8,12,01,-1
20210217,15281.25,12,02,-1
20210217,15279.25,12,03,-1
20210217,15279.55,12,04,1
20210217,15280.65,12,05,-1
20210217,15278.4,12,06,1
20210217,15283.95,12,07,1
20210217,15290.35,12,08,1
20210217,15292.45,12,09,-1
20210217,15282.45,12,10,1
20210217,15290.7,12,11,-1
20210217,15287.7,12,12,-1
20210217,15287.05,12,13,-1
20210217,15285.25,12,14,-1
20210217,15283.9,12,15,1
20210217,15286.05,12,16,-1
20210217,15284.45,12,17,-1
20210217,15277.2,12,18,1
20210217,15279.2,12,19,1
20210217,15284.75,12,20,-1
20210217,15283.05,12,21,-1
20210217,15282.45,12,22,-1
20210217,15281.65,12,23,1
20210217,15295.6,12,24,1
20210217,15296.9,12,25,-1
20210217,15292.7,12,26,-1
20210217,15290.65,12,27,-1
20210217,15287.85,12,28,1
20210217,15291.75,12,29,-1
20210217,15291.5,12,30,1
20210217,15293.9,12,31,1
20210217,15297.7,12,32,1
20210217,15304.5,12,33,-1
20210217,15300.05,12,34,1
20210217,15304.3,12,35,1
20210217,15306.6,12,36,-1
20210217,15305.5,12,37,1
20210217,15312.15,12,38,1
20210217,15312.65,12,39,-1
20210217,15309.4,12,40,-1
20210217,15309.45,12,41,-1
20210217,15294.85,12,42,-1
20210217,15292.7,12,43,-1
20210217,15291.6,12,44,-1
20210217,15285.45,12,45,-1
20210217,15281.85,12,46,1
20210217,15282.65,12,47,-1
20210217,15282.2,12,48,-1
20210217,15279.95,12,49,-1
20210217,15279.7,12,50,-1
20210217,15277.7,12,51,1
20210217,15278.1,12,52,-1
20210217,15267.9,12,53,1
20210217,15267.0,12,54,-1
20210217,15260.0,12,55,-1
20210217,15255.8,12,56,-1
20210217,15250.75,12,57,1
20210217,15258.15,12,58,1
20210217,15258.0,12,59,1
20210217,15259.8,13,00,-1
20210217,15245.55,13,01,-1
20210217,15231.05,13,02,-1
20210217,15227.65,13,03,1
20210217,15227.4,13,04,1
20210217,15231.5,13,05,-1
20210217,15221.95,13,06,1
20210217,15224.1,13,07,1
20210217,15230.05,13,08,-1
20210217,15224.95,13,09,1
20210217,15227.75,13,10,1
20210217,15231.25,13,11,1
20210217,15233.65,13,12,-1
20210217,15228.9,13,13,1
20210217,15230.35,13,14,-1
20210217,15230.4,13,15,-1
20210217,15229.7,13,16,-1
20210217,15224.55,13,17,1
20210217,15230.25,13,18,1
20210217,15235.0,13,19,-1
20210217,15234.1,13,20,1
20210217,15243.5,13,21,-1
20210217,15234.9,13,22,-1
20210217,15231.1,13,23,1
20210217,15233.3,13,24,-1
20210217,15231.45,13,25,1
20210217,15232.6,13,26,1
20210217,15234.7,13,27,-1
20210217,15233.3,13,28,-1
20210217,15232.85,13,29,-1
20210217,15227.05,13,30,-1
20210217,15217.65,13,31,1
20210217,15224.25,13,32,-1
20210217,15220.15,13,33,1
20210217,15224.4,13,34,-1
20210217,15222.95,13,35,-1
20210217,15199.75,13,36,-1
20210217,15188.35,13,37,-1
20210217,15180.05,13,38,1
20210217,15189.3,13,39,-1
20210217,15182.3,13,40,-1
20210217,15175.8,13,41,1
20210217,15179.65,13,42,1
20210217,15181.0,13,43,-1
20210217,15180.65,13,44,1
20210217,15193.65,13,45,1
20210217,15195.25,13,46,1
20210217,15209.25,13,47,-1
20210217,15202.0,13,48,-1
20210217,15200.4,13,49,1
20210217,15204.0,13,50,1
20210217,15209.15,13,51,-1
20210217,15205.0,13,52,1
20210217,15217.75,13,53,-1
20210217,15215.4,13,54,1
20210217,15219.85,13,55,-1
20210217,15217.5,13,56,1
20210217,15228.65,13,57,-1
20210217,15223.45,13,58,1
20210217,15228.15,13,59,1
20210217,15230.5,14,00,-1
20210217,15226.1,14,01,-1
20210217,15217.3,14,02,1
20210217,15219.25,14,03,1
20210217,15222.45,14,04,-1
20210217,15218.45,14,05,-1
20210217,15212.1,14,06,1
20210217,15215.85,14,07,1
20210217,15220.3,14,08,1
20210217,15221.2,14,09,-1
20210217,15215.55,14,10,1
20210217,15218.35,14,11,1
20210217,15225.7,14,12,-1
20210217,15223.3,14,13,1
20210217,15226.4,14,14,1
20210217,15230.05,14,15,-1
20210217,15229.4,14,16,1
20210217,15237.8,14,17,-1
20210217,15235.4,14,18,-1
20210217,15227.45,14,19,-1
20210217,15227.2,14,20,-1
20210217,15221.3,14,21,-1
20210217,15217.2,14,22,1
20210217,15218.25,14,23,-1
20210217,15211.75,14,24,1
20210217,15214.5,14,25,1
20210217,15225.2,14,26,1
20210217,15225.9,14,27,1
20210217,15232.85,14,28,-1
20210217,15232.0,14,29,-1
20210217,15229.6,14,30,-1
20210217,15220.45,14,31,-1
20210217,15216.45,14,32,1
20210217,15222.95,14,33,1
20210217,15228.95,14,34,1
20210217,15229.85,14,35,-1
20210217,15226.65,14,36,-1
20210217,15215.95,14,37,1
20210217,15228.55,14,38,-1
20210217,15226.85,14,39,-1
20210217,15223.85,14,40,-1
20210217,15220.2,14,41,1
20210217,15224.05,14,42,-1
20210217,15211.25,14,43,1
20210217,15211.6,14,44,-1
20210217,15206.1,14,45,-1
20210217,15199.5,14,46,-1
20210217,15197.45,14,47,1
20210217,15199.95,14,48,1
20210217,15208.1,14,49,-1
20210217,15208.45,14,50,1
20210217,15215.4,14,51,1
20210217,15219.4,14,52,1
20210217,15220.2,14,53,1
20210217,15223.75,14,54,-1
20210217,15216.8,14,55,1
20210217,15219.0,14,56,1
20210217,15220.6,14,57,-1
20210217,15212.05,14,58,1
20210217,15212.45,14,59,1
20210217,15214.2,15,00,1
20210217,15215.85,15,01,1
20210217,15223.45,15,02,-1
20210217,15222.6,15,03,-1
20210217,15212.35,15,04,1
20210217,15219.75,15,05,1
20210217,15221.75,15,06,-1
20210217,15213.35,15,07,1
20210217,15217.2,15,08,-1
20210217,15213.7,15,09,-1
20210217,15206.85,15,10,1
20210217,15209.7,15,11,-1
20210217,15205.3,15,12,-1
20210217,15199.55,15,13,1
20210217,15212.0,15,14,1
20210217,15217.4,15,15,1
20210217,15216.55,15,16,1
20210217,15217.7,15,17,-1
20210217,15212.3,15,18,-1
20210217,15205.0,15,19,1
20210217,15209.55,15,20,-1
20210217,15208.2,15,21,-1
20210217,15204.35,15,22,-1
20210217,15191.35,15,23,1
20210217,15203.6,15,24,1
20210217,15205.7,15,25,1
20210217,15206.9,15,26,-1
20210217,15200.95,15,27,-1
20210217,15199.7,15,28,-1
20210217,15195.55,15,29,-1
20210217,15194.05,15,30,1
20210217,15197.9,15,31,-1
20210217,15208.9,15,32,-1
20210218,15238.7,9,08,-1
20210218,15242.3,9,16,-1
20210218,15219.75,9,17,1
20210218,15223.1,9,18,-1
20210218,15222.3,9,19,1
20210218,15225.95,9,20,-1
20210218,15226.75,9,21,1
20210218,15229.2,9,22,1
20210218,15232.35,9,23,1
20210218,15238.05,9,24,-1
20210218,15235.65,9,25,1
20210218,15246.05,9,26,-1
20210218,15226.95,9,27,-1
20210218,15225.65,9,28,1
20210218,15224.95,9,29,1
20210218,15227.65,9,30,1
20210218,15228.65,9,31,-1
20210218,15217.7,9,32,-1
20210218,15208.3,9,33,1
20210218,15208.35,9,34,1
20210218,15224.25,9,35,1
20210218,15233.1,9,36,-1
20210218,15230.65,9,37,1
20210218,15237.0,9,38,-1
20210218,15229.15,9,39,-1
20210218,15227.35,9,40,-1
20210218,15225.65,9,41,-1
20210218,15224.5,9,42,1
20210218,15231.55,9,43,-1
20210218,15231.7,9,44,-1
20210218,15223.65,9,45,-1
20210218,15221.4,9,46,1
20210218,15223.35,9,47,-1
20210218,15221.3,9,48,1
20210218,15221.45,9,49,-1
20210218,15217.8,9,50,-1
20210218,15212.05,9,51,1
20210218,15222.4,9,52,-1
20210218,15214.4,9,53,1
20210218,15218.95,9,54,-1
20210218,15218.35,9,55,-1
20210218,15213.6,9,56,1
20210218,15216.1,9,57,-1
20210218,15212.95,9,58,1
20210218,15220.4,9,59,1
20210218,15228.4,10,00,1
20210218,15231.3,10,01,1
20210218,15235.4,10,02,-1
20210218,15235.3,10,03,-1
20210218,15234.95,10,04,-1
20210218,15234.25,10,05,-1
20210218,15230.0,10,06,-1
20210218,15225.8,10,07,-1
20210218,15221.1,10,08,-1
20210218,15220.7,10,09,1
20210218,15225.65,10,10,-1
20210218,15224.1,10,11,-1
20210218,15224.5,10,12,-1
20210218,15221.7,10,13,-1
20210218,15218.4,10,14,1
20210218,15222.95,10,15,1
20210218,15226.4,10,16,-1
20210218,15223.5,10,17,-1
20210218,15219.5,10,18,1
20210218,15223.8,10,19,-1
20210218,15221.4,10,20,1
20210218,15221.15,10,21,1
20210218,15226.1,10,22,1
20210218,15233.95,10,23,1
20210218,15236.2,10,24,-1
20210218,15230.2,10,25,1
20210218,15232.45,10,26,-1
20210218,15229.7,10,27,-1
20210218,15227.75,10,28,-1
20210218,15228.55,10,29,1
20210218,15234.65,10,30,1
20210218,15242.1,10,31,-1
20210218,15237.65,10,32,-1
20210218,15235.9,10,33,1
20210218,15237.25,10,34,1
20210218,15240.05,10,35,1
20210218,15240.05,10,36,-1
20210218,15235.7,10,37,-1
20210218,15233.05,10,38,-1
20210218,15232.35,10,39,1
20210218,15232.15,10,40,1
20210218,15233.45,10,41,1
20210218,15237.65,10,42,-1
20210218,15238.5,10,43,1
20210218,15238.85,10,44,-1
20210218,15237.25,10,45,-1
20210218,15235.25,10,46,-1
20210218,15230.85,10,47,-1
20210218,15228.55,10,48,1
20210218,15232.05,10,49,-1
20210218,15231.35,10,50,-1
20210218,15228.0,10,51,1
20210218,15231.35,10,52,-1
20210218,15229.15,10,53,-1
20210218,15227.7,10,54,-1
20210218,15224.0,10,55,1
20210218,15224.2,10,56,1
20210218,15224.85,10,57,1
20210218,15234.35,10,58,-1
20210218,15230.3,10,59,-1
20210218,15229.75,11,00,-1
20210218,15227.8,11,01,-1
20210218,15225.8,11,02,1
20210218,15229.2,11,03,1
20210218,15229.0,11,04,-1
20210218,15227.1,11,05,1
20210218,15227.85,11,06,-1
20210218,15226.5,11,07,-1
20210218,15223.2,11,08,-1
20210218,15223.0,11,09,-1
20210218,15221.7,11,10,-1
20210218,15222.1,11,11,-1
20210218,15218.0,11,12,1
20210218,15221.95,11,13,-1
20210218,15221.35,11,14,1
20210218,15220.65,11,15,-1
20210218,15218.8,11,16,-1
20210218,15215.35,11,17,1
20210218,15216.25,11,18,-1
20210218,15207.0,11,19,-1
20210218,15203.95,11,20,-1
20210218,15200.45,11,21,-1
20210218,15200.8,11,22,1
20210218,15204.75,11,23,-1
20210218,15201.15,11,24,-1
20210218,15197.45,11,25,-1
20210218,15190.45,11,26,1
20210218,15191.5,11,27,-1
20210218,15188.65,11,28,1
20210218,15194.55,11,29,-1
20210218,15191.2,11,30,-1
20210218,15185.2,11,31,-1
20210218,15184.15,11,32,1
20210218,15187.0,11,33,1
20210218,15193.2,11,34,-1
20210218,15188.0,11,35,-1
20210218,15182.8,11,36,-1
20210218,15170.45,11,37,-1
20210218,15166.5,11,38,1
20210218,15171.65,11,39,1
20210218,15173.75,11,40,-1
20210218,15171.15,11,41,-1
20210218,15163.5,11,42,-1
20210218,15162.4,11,43,-1
