Date,open,Hour,Min,classification
20210114,14591.05,15,05,1
20210114,14597.55,15,06,1
20210114,14602.4,15,07,1
20210114,14603.85,15,08,-1
20210114,14600.9,15,09,1
20210114,14603.2,15,10,1
20210114,14606.15,15,11,-1
20210114,14601.45,15,12,-1
20210114,14598.6,15,13,-1
20210114,14595.85,15,14,-1
20210114,14589.9,15,15,-1
20210114,14587.75,15,16,-1
20210114,14585.4,15,17,1
20210114,14590.7,15,18,-1
20210114,14587.65,15,19,1
20210114,14590.0,15,20,1
20210114,14593.15,15,21,-1
20210114,14592.4,15,22,1
20210114,14593.15,15,23,1
20210114,14602.9,15,24,-1
20210114,14600.7,15,25,-1
20210114,14599.75,15,26,-1
20210114,14596.35,15,27,1
20210114,14598.95,15,28,-1
20210114,14596.85,15,29,-1
20210114,14594.6,15,30,1
20210114,14596.1,15,31,-1
20210114,14595.6,15,32,-1
20210115,14594.35,9,08,-1
20210115,14597.9,9,16,-1
20210115,14595.6,9,17,1
20210115,14606.3,9,18,1
20210115,14607.85,9,19,1
20210115,14610.55,9,20,-1
20210115,14601.55,9,21,1
20210115,14601.15,9,22,-1
20210115,14580.6,9,23,-1
20210115,14580.15,9,24,-1
20210115,14578.9,9,25,1
20210115,14585.0,9,26,-1
20210115,14573.6,9,27,1
20210115,14578.85,9,28,1
20210115,14584.95,9,29,-1
20210115,14572.2,9,30,-1
20210115,14569.9,9,31,-1
20210115,14559.8,9,32,-1
20210115,14556.1,9,33,1
20210115,14565.7,9,34,-1
20210115,14558.85,9,35,-1
20210115,14550.65,9,36,-1
20210115,14526.1,9,37,1
20210115,14530.15,9,38,1
20210115,14537.3,9,39,1
20210115,14542.2,9,40,-1
20210115,14532.95,9,41,1
20210115,14535.45,9,42,-1
20210115,14525.35,9,43,-1
20210115,14516.85,9,44,-1
20210115,14516.15,9,45,-1
20210115,14508.65,9,46,-1
20210115,14497.85,9,47,-1
20210115,14487.35,9,48,1
20210115,14489.45,9,49,1
20210115,14493.7,9,50,1
20210115,14503.3,9,51,-1
20210115,14492.75,9,52,1
20210115,14502.75,9,53,1
20210115,14517.1,9,54,1
20210115,14528.0,9,55,1
20210115,14529.4,9,56,1
20210115,14529.65,9,57,1
20210115,14539.7,9,58,-1
20210115,14538.4,9,59,1
20210115,14545.45,10,00,-1
20210115,14540.4,10,01,1
20210115,14548.1,10,02,-1
20210115,14546.1,10,03,-1
20210115,14542.1,10,04,-1
20210115,14535.55,10,05,-1
20210115,14525.3,10,06,-1
20210115,14519.25,10,07,1
20210115,14521.45,10,08,1
20210115,14526.65,10,09,-1
20210115,14526.85,10,10,1
20210115,14531.2,10,11,-1
20210115,14523.2,10,12,1
20210115,14529.4,10,13,1
20210115,14533.35,10,14,1
20210115,14538.45,10,15,-1
20210115,14536.35,10,16,1
20210115,14542.45,10,17,-1
20210115,14540.0,10,18,-1
20210115,14526.1,10,19,1
20210115,14527.85,10,20,1
20210115,14533.85,10,21,-1
20210115,14531.0,10,22,1
20210115,14533.0,10,23,1
20210115,14540.1,10,24,-1
20210115,14538.9,10,25,-1
20210115,14536.9,10,26,1
20210115,14544.7,10,27,-1
20210115,14543.1,10,28,-1
20210115,14537.7,10,29,-1
20210115,14536.5,10,30,-1
20210115,14528.05,10,31,-1
20210115,14522.5,10,32,-1
20210115,14514.35,10,33,-1
20210115,14513.35,10,34,1
20210115,14515.7,10,35,1
20210115,14518.4,10,36,-1
20210115,14517.95,10,37,1
20210115,14520.35,10,38,-1
20210115,14512.8,10,39,1
20210115,14513.4,10,40,-1
20210115,14499.1,10,41,1
20210115,14504.15,10,42,1
20210115,14512.35,10,43,1
20210115,14512.55,10,44,1
20210115,14514.65,10,45,1
20210115,14516.95,10,46,1
20210115,14526.7,10,47,-1
20210115,14524.3,10,48,-1
20210115,14517.05,10,49,-1
20210115,14509.65,10,50,1
20210115,14512.05,10,51,1
20210115,14512.75,10,52,-1
20210115,14509.35,10,53,-1
20210115,14504.95,10,54,1
20210115,14506.75,10,55,-1
20210115,14505.35,10,56,1
20210115,14510.3,10,57,-1
20210115,14510.15,10,58,1
20210115,14511.5,10,59,1
20210115,14516.4,11,00,-1
20210115,14510.1,11,01,-1
20210115,14497.35,11,02,1
20210115,14501.65,11,03,-1
20210115,14499.25,11,04,1
20210115,14502.8,11,05,-1
20210115,14502.3,11,06,-1
20210115,14495.2,11,07,1
20210115,14497.25,11,08,-1
20210115,14493.05,11,09,-1
20210115,14486.2,11,10,-1
20210115,14471.9,11,11,1
20210115,14473.15,11,12,1
20210115,14484.0,11,13,-1
20210115,14483.15,11,14,-1
20210115,14480.7,11,15,1
20210115,14482.8,11,16,1
20210115,14484.2,11,17,1
20210115,14489.85,11,18,-1
20210115,14487.45,11,19,-1
20210115,14480.95,11,20,-1
20210115,14473.15,11,21,1
20210115,14480.55,11,22,-1
20210115,14472.9,11,23,-1
20210115,14465.05,11,24,-1
20210115,14459.4,11,25,1
20210115,14463.1,11,26,-1
20210115,14453.35,11,27,1
20210115,14454.1,11,28,1
20210115,14460.55,11,29,-1
20210115,14450.1,11,30,-1
20210115,14448.1,11,31,1
20210115,14462.95,11,32,-1
20210115,14462.4,11,33,-1
20210115,14457.8,11,34,-1
20210115,14454.8,11,35,1
20210115,14462.55,11,36,1
20210115,14468.95,11,37,-1
20210115,14475.4,11,38,1
20210115,14484.6,11,39,1
20210115,14493.5,11,40,-1
20210115,14483.25,11,41,1
20210115,14490.7,11,42,-1
20210115,14485.75,11,43,1
20210115,14489.75,11,44,1
20210115,14493.65,11,45,1
20210115,14502.6,11,46,1
20210115,14505.5,11,47,-1
20210115,14505.05,11,48,-1
20210115,14501.75,11,49,-1
20210115,14496.6,11,50,-1
20210115,14496.8,11,51,-1
20210115,14491.7,11,52,1
20210115,14494.8,11,53,1
20210115,14500.0,11,54,1
20210115,14504.05,11,55,1
20210115,14506.1,11,56,1
20210115,14506.9,11,57,-1
20210115,14499.4,11,58,1
20210115,14502.35,11,59,1
20210115,14503.75,12,00,-1
20210115,14501.55,12,01,-1
20210115,14500.35,12,02,1
20210115,14502.4,12,03,-1
20210115,14497.25,12,04,-1
20210115,14491.9,12,05,-1
20210115,14486.35,12,06,1
20210115,14490.45,12,07,-1
20210115,14489.2,12,08,-1
20210115,14486.1,12,09,1
20210115,14486.6,12,10,-1
20210115,14482.7,12,11,1
20210115,14492.1,12,12,-1
20210115,14490.8,12,13,1
20210115,14492.15,12,14,1
20210115,14495.05,12,15,1
20210115,14499.75,12,16,1
20210115,14503.15,12,17,-1
20210115,14496.4,12,18,-1
20210115,14494.45,12,19,1
20210115,14498.45,12,20,1
20210115,14500.6,12,21,-1
20210115,14491.45,12,22,1
20210115,14491.6,12,23,1
20210115,14497.2,12,24,1
20210115,14500.15,12,25,1
20210115,14505.6,12,26,1
20210115,14513.2,12,27,-1
20210115,14512.1,12,28,1
20210115,14515.65,12,29,1
20210115,14522.35,12,30,-1
20210115,14519.5,12,31,1
20210115,14522.8,12,32,-1
20210115,14519.35,12,33,-1
20210115,14520.05,12,34,1
20210115,14523.1,12,35,1
20210115,14525.3,12,36,-1
20210115,14522.75,12,37,-1
20210115,14521.05,12,38,1
20210115,14523.7,12,39,-1
20210115,14522.7,12,40,-1
20210115,14520.15,12,41,1
20210115,14524.35,12,42,1
20210115,14527.15,12,43,-1
20210115,14527.25,12,44,1
20210115,14535.45,12,45,1
20210115,14538.1,12,46,1
20210115,14540.1,12,47,-1
20210115,14532.25,12,48,-1
20210115,14529.5,12,49,1
20210115,14531.45,12,50,1
20210115,14534.1,12,51,1
20210115,14535.55,12,52,1
20210115,14536.0,12,53,-1
20210115,14529.65,12,54,-1
20210115,14524.1,12,55,1
20210115,14527.1,12,56,1
20210115,14528.3,12,57,1
20210115,14530.8,12,58,-1
20210115,14529.3,12,59,-1
20210115,14527.35,13,00,1
20210115,14527.95,13,01,1
20210115,14529.85,13,02,1
20210115,14531.6,13,03,1
20210115,14538.8,13,04,-1
20210115,14538.15,13,05,-1
20210115,14535.75,13,06,1
20210115,14535.95,13,07,-1
20210115,14533.9,13,08,-1
20210115,14519.65,13,09,-1
20210115,14517.05,13,10,-1
20210115,14511.45,13,11,1
20210115,14516.45,13,12,1
20210115,14517.05,13,13,-1
20210115,14516.3,13,14,1
20210115,14521.55,13,15,-1
20210115,14520.55,13,16,-1
20210115,14506.85,13,17,1
20210115,14509.15,13,18,1
20210115,14511.65,13,19,1
20210115,14518.05,13,20,1
20210115,14523.05,13,21,-1
20210115,14522.4,13,22,1
20210115,14522.45,13,23,-1
20210115,14517.8,13,24,1
20210115,14521.1,13,25,-1
20210115,14521.15,13,26,-1
20210115,14517.15,13,27,-1
20210115,14516.85,13,28,1
20210115,14521.4,13,29,-1
20210115,14517.85,13,30,-1
20210115,14518.0,13,31,1
20210115,14523.75,13,32,-1
20210115,14523.35,13,33,-1
20210115,14520.9,13,34,-1
20210115,14509.75,13,35,1
20210115,14516.55,13,36,1
20210115,14526.75,13,37,1
20210115,14532.55,13,38,-1
20210115,14528.55,13,39,1
20210115,14535.65,13,40,-1
20210115,14529.95,13,41,1
20210115,14530.5,13,42,-1
20210115,14521.3,13,43,-1
20210115,14518.4,13,44,1
20210115,14524.45,13,45,1
20210115,14525.35,13,46,-1
20210115,14524.75,13,47,-1
20210115,14517.4,13,48,1
20210115,14516.6,13,49,1
20210115,14523.1,13,50,-1
20210115,14519.5,13,51,1
20210115,14520.4,13,52,-1
20210115,14514.85,13,53,1
20210115,14514.7,13,54,-1
20210115,14499.0,13,55,-1
20210115,14474.95,13,56,-1
20210115,14471.05,13,57,-1
20210115,14453.35,13,58,-1
20210115,14445.05,13,59,1
20210115,14452.25,14,00,1
20210115,14469.2,14,01,-1
20210115,14454.75,14,02,-1
20210115,14452.1,14,03,1
20210115,14461.7,14,04,1
20210115,14466.65,14,05,-1
20210115,14464.45,14,06,-1
20210115,14457.35,14,07,-1
20210115,14426.3,14,08,1
20210115,14432.45,14,09,-1
20210115,14428.35,14,10,-1
20210115,14419.0,14,11,-1
20210115,14408.0,14,12,1
20210115,14416.4,14,13,1
20210115,14428.9,14,14,-1
20210115,14421.35,14,15,-1
20210115,14406.85,14,16,-1
20210115,14393.65,14,17,-1
20210115,14389.15,14,18,-1
20210115,14381.95,14,19,-1
20210115,14378.05,14,20,-1
20210115,14367.85,14,21,1
20210115,14391.15,14,22,1
20210115,14416.85,14,23,1
20210115,14422.15,14,24,-1
20210115,14411.9,14,25,1
20210115,14418.65,14,26,1
20210115,14424.3,14,27,1
20210115,14444.9,14,28,-1
20210115,14440.05,14,29,-1
20210115,14427.45,14,30,1
20210115,14432.85,14,31,1
20210115,14442.35,14,32,1
20210115,14451.9,14,33,-1
20210115,14447.3,14,34,1
20210115,14459.0,14,35,-1
20210115,14446.1,14,36,-1
20210115,14444.6,14,37,1
20210115,14446.1,14,38,-1
20210115,14441.5,14,39,-1
20210115,14426.6,14,40,1
20210115,14444.5,14,41,-1
20210115,14442.45,14,42,1
20210115,14443.65,14,43,1
20210115,14451.1,14,44,-1
20210115,14445.3,14,45,-1
20210115,14443.6,14,46,1
20210115,14454.75,14,47,-1
20210115,14449.45,14,48,1
20210115,14453.9,14,49,-1
20210115,14451.8,14,50,1
20210115,14452.75,14,51,-1
20210115,14449.85,14,52,-1
20210115,14433.9,14,53,1
20210115,14440.85,14,54,1
20210115,14442.75,14,55,1
20210115,14443.05,14,56,-1
20210115,14442.2,14,57,-1
20210115,14437.55,14,58,-1
20210115,14435.3,14,59,1
20210115,14438.95,15,00,1
20210115,14441.3,15,01,-1
20210115,14435.45,15,02,-1
20210115,14424.1,15,03,1
20210115,14426.15,15,04,1
20210115,14425.4,15,05,-1
20210115,14428.3,15,06,-1
20210115,14424.85,15,07,1
20210115,14428.6,15,08,1
20210115,14429.25,15,09,1
20210115,14436.0,15,10,-1
20210115,14430.55,15,11,-1
20210115,14427.5,15,12,-1
20210115,14421.95,15,13,1
20210115,14426.7,15,14,1
20210115,14428.4,15,15,1
20210115,14432.6,15,16,1
20210115,14437.75,15,17,1
20210115,14438.65,15,18,-1
20210115,14431.7,15,19,1
20210115,14438.6,15,20,1
20210115,14441.85,15,21,-1
20210115,14432.55,15,22,-1
20210115,14427.65,15,23,1
20210115,14439.7,15,24,-1
20210115,14439.05,15,25,1
20210115,14443.85,15,26,-1
20210115,14436.35,15,27,1
20210115,14439.8,15,28,-1
20210115,14437.3,15,29,-1
20210115,14433.5,15,30,1
20210115,14434.5,15,31,-1
20210115,14433.7,15,32,-1
20210118,14453.3,9,08,-1
20210118,14459.15,9,16,-1
20210118,14417.15,9,17,-1
20210118,14396.1,9,18,1
20210118,14395.65,9,19,1
20210118,14403.75,9,20,1
20210118,14423.45,9,21,-1
20210118,14419.2,9,22,1
20210118,14434.25,9,23,-1
20210118,14409.45,9,24,-1
20210118,14407.2,9,25,1
20210118,14414.9,9,26,1
20210118,14418.6,9,27,1
20210118,14425.65,9,28,-1
20210118,14418.9,9,29,-1
20210118,14397.45,9,30,-1
20210118,14378.55,9,31,-1
20210118,14370.5,9,32,-1
20210118,14360.1,9,33,1
20210118,14362.15,9,34,-1
20210118,14343.9,9,35,-1
20210118,14339.85,9,36,1
20210118,14343.8,9,37,-1
20210118,14326.5,9,38,1
20210118,14328.55,9,39,-1
20210118,14327.1,9,40,1
20210118,14333.25,9,41,1
20210118,14355.2,9,42,1
20210118,14360.05,9,43,1
20210118,14363.15,9,44,1
20210118,14366.2,9,45,-1
20210118,14361.6,9,46,1
20210118,14375.65,9,47,1
20210118,14380.1,9,48,-1
20210118,14374.2,9,49,-1
20210118,14370.45,9,50,1
20210118,14372.9,9,51,1
20210118,14374.45,9,52,-1
20210118,14363.6,9,53,-1
20210118,14356.45,9,54,1
20210118,14359.35,9,55,-1
20210118,14353.55,9,56,-1
20210118,14342.3,9,57,1
20210118,14346.35,9,58,-1
20210118,14337.55,9,59,1
20210118,14339.85,10,00,-1
20210118,14323.65,10,01,1
20210118,14327.3,10,02,-1
20210118,14321.75,10,03,1
20210118,14328.45,10,04,1
20210118,14340.0,10,05,-1
20210118,14340.05,10,06,1
20210118,14349.9,10,07,-1
20210118,14342.0,10,08,-1
20210118,14340.0,10,09,-1
20210118,14327.4,10,10,1
20210118,14327.7,10,11,1
20210118,14332.6,10,12,1
20210118,14342.05,10,13,-1
20210118,14340.25,10,14,-1
20210118,14339.45,10,15,1
20210118,14340.1,10,16,-1
20210118,14324.7,10,17,-1
20210118,14321.85,10,18,-1
20210118,14317.3,10,19,-1
20210118,14308.2,10,20,1
20210118,14315.45,10,21,-1
20210118,14310.0,10,22,1
20210118,14319.05,10,23,1
20210118,14324.2,10,24,-1
20210118,14320.95,10,25,-1
20210118,14303.5,10,26,1
20210118,14309.9,10,27,-1
20210118,14307.75,10,28,-1
20210118,14297.05,10,29,1
20210118,14300.45,10,30,1
20210118,14300.1,10,31,-1
20210118,14288.25,10,32,1
20210118,14293.2,10,33,-1
20210118,14285.55,10,34,1
20210118,14287.65,10,35,1
20210118,14291.55,10,36,-1
20210118,14281.6,10,37,-1
20210118,14264.75,10,38,1
20210118,14269.6,10,39,1
20210118,14278.05,10,40,1
20210118,14285.0,10,41,1
20210118,14295.45,10,42,-1
20210118,14291.05,10,43,-1
20210118,14282.25,10,44,1
20210118,14290.3,10,45,1
20210118,14307.45,10,46,1
20210118,14309.7,10,47,-1
20210118,14302.65,10,48,1
20210118,14306.0,10,49,1
20210118,14309.8,10,50,1
20210118,14314.25,10,51,-1
20210118,14300.9,10,52,-1
20210118,14288.35,10,53,1
20210118,14296.4,10,54,1
20210118,14303.0,10,55,-1
20210118,14298.95,10,56,-1
20210118,14296.05,10,57,-1
20210118,14293.05,10,58,-1
20210118,14285.65,10,59,-1
20210118,14283.75,11,00,1
20210118,14286.0,11,01,1
20210118,14288.4,11,02,-1
20210118,14282.1,11,03,1
20210118,14288.65,11,04,1
20210118,14293.85,11,05,1
20210118,14306.2,11,06,1
20210118,14310.95,11,07,1
20210118,14324.15,11,08,1
20210118,14324.8,11,09,1
20210118,14330.5,11,10,-1
20210118,14326.05,11,11,-1
20210118,14324.4,11,12,-1
20210118,14322.95,11,13,1
20210118,14327.15,11,14,-1
20210118,14325.25,11,15,1
20210118,14328.75,11,16,1
20210118,14330.05,11,17,1
20210118,14334.0,11,18,1
20210118,14344.25,11,19,-1
20210118,14336.55,11,20,1
20210118,14338.7,11,21,-1
20210118,14324.55,11,22,1
20210118,14333.6,11,23,1
20210118,14334.5,11,24,-1
20210118,14330.1,11,25,1
20210118,14332.3,11,26,-1
20210118,14330.4,11,27,-1
20210118,14327.35,11,28,-1
20210118,14320.15,11,29,-1
20210118,14308.45,11,30,-1
20210118,14301.35,11,31,1
20210118,14309.35,11,32,-1
20210118,14309.65,11,33,-1
20210118,14296.9,11,34,1
20210118,14299.1,11,35,-1
20210118,14297.65,11,36,-1
20210118,14296.35,11,37,-1
20210118,14291.4,11,38,-1
20210118,14288.8,11,39,1
20210118,14292.95,11,40,-1
20210118,14292.6,11,41,1
20210118,14301.25,11,42,1
20210118,14305.35,11,43,-1
20210118,14299.65,11,44,-1
20210118,14288.65,11,45,-1
20210118,14283.5,11,46,-1
20210118,14274.4,11,47,1
20210118,14279.6,11,48,1
20210118,14281.25,11,49,1
20210118,14287.3,11,50,1
20210118,14291.6,11,51,1
20210118,14296.6,11,52,1
20210118,14297.0,11,53,-1
20210118,14291.45,11,54,1
20210118,14292.95,11,55,1
20210118,14294.2,11,56,1
20210118,14295.65,11,57,-1
20210118,14287.35,11,58,-1
20210118,14280.3,11,59,-1
20210118,14275.45,12,00,-1
20210118,14270.95,12,01,1
20210118,14280.25,12,02,1
20210118,14281.85,12,03,1
20210118,14281.75,12,04,1
20210118,14285.15,12,05,-1
20210118,14278.3,12,06,1
20210118,14280.9,12,07,1
20210118,14288.6,12,08,1
20210118,14289.45,12,09,-1
20210118,14287.5,12,10,1
20210118,14289.05,12,11,1
20210118,14299.1,12,12,-1
20210118,14298.7,12,13,1
20210118,14302.3,12,14,1
20210118,14303.1,12,15,-1
20210118,14297.8,12,16,1
20210118,14306.65,12,17,1
20210118,14308.0,12,18,1
20210118,14312.3,12,19,1
20210118,14316.9,12,20,-1
20210118,14311.7,12,21,-1
20210118,14300.8,12,22,1
20210118,14304.35,12,23,-1
20210118,14302.2,12,24,1
20210118,14304.75,12,25,-1
20210118,14303.3,12,26,1
20210118,14304.85,12,27,1
20210118,14306.9,12,28,-1
20210118,14303.0,12,29,-1
20210118,14302.4,12,30,1
20210118,14307.8,12,31,1
20210118,14314.8,12,32,-1
20210118,14313.75,12,33,-1
20210118,14307.65,12,34,-1
20210118,14299.75,12,35,1
20210118,14303.65,12,36,-1
20210118,14296.6,12,37,-1
20210118,14289.5,12,38,1
20210118,14294.7,12,39,1
20210118,14299.15,12,40,-1
20210118,14296.9,12,41,1
20210118,14304.7,12,42,1
20210118,14317.5,12,43,-1
20210118,14317.3,12,44,-1
20210118,14313.25,12,45,-1
20210118,14310.8,12,46,1
20210118,14314.5,12,47,1
20210118,14322.25,12,48,-1
20210118,14320.15,12,49,-1
20210118,14319.95,12,50,-1
20210118,14317.35,12,51,-1
20210118,14312.5,12,52,1
20210118,14312.9,12,53,1
20210118,14316.35,12,54,-1
20210118,14311.9,12,55,-1
20210118,14308.45,12,56,1
20210118,14312.0,12,57,1
20210118,14312.85,12,58,1
20210118,14319.1,12,59,-1
20210118,14315.45,13,00,1
20210118,14316.65,13,01,-1
20210118,14304.75,13,02,-1
20210118,14300.1,13,03,1
20210118,14304.05,13,04,1
20210118,14306.75,13,05,-1
20210118,14306.05,13,06,-1
20210118,14303.6,13,07,1
20210118,14313.05,13,08,-1
20210118,14312.3,13,09,-1
20210118,14309.05,13,10,1
20210118,14314.05,13,11,-1
20210118,14313.15,13,12,-1
20210118,14305.35,13,13,1
20210118,14308.2,13,14,1
20210118,14309.85,13,15,1
20210118,14315.5,13,16,1
20210118,14316.8,13,17,-1
20210118,14314.6,13,18,1
20210118,14318.5,13,19,-1
20210118,14308.65,13,20,1
20210118,14314.2,13,21,1
20210118,14314.35,13,22,-1
20210118,14314.5,13,23,1
20210118,14319.15,13,24,-1
20210118,14312.05,13,25,1
20210118,14312.9,13,26,-1
20210118,14307.2,13,27,1
20210118,14313.1,13,28,-1
20210118,14310.15,13,29,-1
20210118,14309.4,13,30,-1
20210118,14303.0,13,31,-1
20210118,14278.05,13,32,1
20210118,14282.25,13,33,1
20210118,14292.65,13,34,1
20210118,14296.05,13,35,1
20210118,14306.55,13,36,1
20210118,14333.9,13,37,1
20210118,14348.25,13,38,-1
20210118,14329.95,13,39,1
20210118,14335.65,13,40,1
20210118,14342.35,13,41,1
20210118,14350.25,13,42,1
20210118,14352.65,13,43,-1
20210118,14342.0,13,44,-1
20210118,14338.35,13,45,1
20210118,14342.45,13,46,-1
20210118,14342.25,13,47,-1
20210118,14337.2,13,48,1
20210118,14340.25,13,49,1
20210118,14348.0,13,50,1
20210118,14350.4,13,51,-1
20210118,14348.6,13,52,1
20210118,14358.75,13,53,-1
20210118,14354.05,13,54,1
20210118,14354.6,13,55,-1
20210118,14354.75,13,56,-1
20210118,14348.85,13,57,1
20210118,14352.2,13,58,1
20210118,14352.25,13,59,1
20210118,14360.65,14,00,1
20210118,14365.35,14,01,1
20210118,14372.6,14,02,-1
20210118,14365.65,14,03,-1
20210118,14361.35,14,04,-1
20210118,14357.7,14,05,1
20210118,14366.6,14,06,-1
20210118,14363.95,14,07,1
20210118,14364.2,14,08,1
20210118,14369.45,14,09,1
20210118,14371.6,14,10,1
20210118,14371.4,14,11,1
20210118,14388.7,14,12,-1
20210118,14387.4,14,13,1
20210118,14394.6,14,14,1
20210118,14402.05,14,15,-1
20210118,14400.9,14,16,-1
20210118,14386.05,14,17,-1
20210118,14383.65,14,18,-1
20210118,14382.05,14,19,1
20210118,14391.3,14,20,1
20210118,14391.65,14,21,-1
20210118,14382.35,14,22,1
20210118,14386.95,14,23,-1
20210118,14386.8,14,24,-1
20210118,14377.95,14,25,-1
20210118,14372.95,14,26,-1
20210118,14361.75,14,27,-1
20210118,14354.2,14,28,1
20210118,14357.95,14,29,-1
20210118,14357.7,14,30,-1
20210118,14353.25,14,31,1
20210118,14358.6,14,32,-1
20210118,14343.6,14,33,-1
20210118,14339.1,14,34,1
20210118,14343.5,14,35,1
20210118,14344.4,14,36,-1
20210118,14330.3,14,37,1
20210118,14338.3,14,38,-1
20210118,14324.7,14,39,-1
20210118,14322.0,14,40,1
20210118,14330.2,14,41,-1
20210118,14326.45,14,42,1
20210118,14338.7,14,43,1
20210118,14349.2,14,44,-1
20210118,14342.45,14,45,-1
20210118,14341.05,14,46,1
20210118,14344.0,14,47,-1
20210118,14330.85,14,48,-1
20210118,14324.25,14,49,-1
20210118,14314.8,14,50,1
20210118,14325.1,14,51,-1
20210118,14306.55,14,52,-1
20210118,14304.85,14,53,1
20210118,14306.9,14,54,1
20210118,14311.2,14,55,-1
20210118,14301.1,14,56,1
20210118,14303.7,14,57,1
20210118,14309.7,14,58,1
20210118,14310.25,14,59,1
20210118,14311.2,15,00,1
20210118,14314.5,15,01,-1
20210118,14311.65,15,02,1
20210118,14313.25,15,03,1
20210118,14317.9,15,04,1
20210118,14321.3,15,05,1
20210118,14335.85,15,06,-1
20210118,14322.1,15,07,-1
20210118,14316.3,15,08,1
20210118,14321.75,15,09,-1
20210118,14317.2,15,10,-1
20210118,14314.5,15,11,-1
20210118,14310.15,15,12,-1
20210118,14303.65,15,13,1
20210118,14308.5,15,14,-1
20210118,14299.0,15,15,-1
20210118,14287.0,15,16,1
20210118,14292.25,15,17,-1
20210118,14284.35,15,18,-1
20210118,14278.65,15,19,-1
20210118,14274.85,15,20,-1
20210118,14269.05,15,21,-1
20210118,14255.8,15,22,-1
20210118,14244.1,15,23,1
20210118,14251.65,15,24,-1
20210118,14245.15,15,25,-1
20210118,14241.65,15,26,-1
20210118,14239.3,15,27,-1
20210118,14237.2,15,28,-1
20210118,14236.35,15,29,-1
20210118,14229.35,15,30,1
20210118,14228.4,15,31,-1
20210118,14250.85,15,32,1
20210119,14371.65,9,08,-1
20210119,14377.3,9,16,1
20210119,14381.8,9,17,1
20210119,14400.05,9,18,1
20210119,14405.15,9,19,-1
20210119,14395.25,9,20,1
20210119,14404.55,9,21,1
20210119,14415.35,9,22,-1
20210119,14391.3,9,23,1
20210119,14401.5,9,24,-1
20210119,14392.55,9,25,1
20210119,14404.05,9,26,1
20210119,14406.75,9,27,-1
20210119,14406.4,9,28,1
20210119,14409.35,9,29,-1
20210119,14396.4,9,30,1
20210119,14403.5,9,31,-1
20210119,14401.2,9,32,1
20210119,14410.0,9,33,-1
20210119,14410.15,9,34,-1
20210119,14395.75,9,35,-1
20210119,14392.25,9,36,-1
20210119,14386.9,9,37,1
20210119,14389.8,9,38,-1
20210119,14383.75,9,39,-1
20210119,14379.5,9,40,-1
20210119,14373.35,9,41,-1
20210119,14367.75,9,42,1
20210119,14374.4,9,43,1
20210119,14379.85,9,44,-1
20210119,14378.15,9,45,-1
20210119,14367.3,9,46,-1
20210119,14355.85,9,47,1
20210119,14359.15,9,48,1
20210119,14359.5,9,49,1
20210119,14374.8,9,50,1
20210119,14376.95,9,51,1
20210119,14376.7,9,52,1
20210119,14381.9,9,53,-1
20210119,14377.8,9,54,1
20210119,14378.7,9,55,1
20210119,14386.2,9,56,1
20210119,14386.35,9,57,-1
20210119,14380.85,9,58,-1
20210119,14378.0,9,59,1
20210119,14381.05,10,00,-1
20210119,14379.7,10,01,1
20210119,14387.95,10,02,-1
20210119,14383.95,10,03,1
20210119,14392.7,10,04,1
20210119,14396.2,10,05,-1
20210119,14393.5,10,06,1
20210119,14396.35,10,07,-1
20210119,14396.8,10,08,1
20210119,14397.75,10,09,1
20210119,14397.85,10,10,1
20210119,14403.55,10,11,1
20210119,14412.0,10,12,-1
20210119,14412.15,10,13,1
20210119,14413.7,10,14,1
20210119,14419.95,10,15,-1
20210119,14412.5,10,16,1
20210119,14418.0,10,17,1
20210119,14419.75,10,18,-1
20210119,14413.05,10,19,-1
20210119,14411.65,10,20,-1
20210119,14410.4,10,21,-1
20210119,14403.55,10,22,1
20210119,14408.2,10,23,1
20210119,14412.2,10,24,1
20210119,14412.8,10,25,1
20210119,14416.1,10,26,1
20210119,14422.05,10,27,-1
20210119,14416.7,10,28,1
20210119,14417.9,10,29,1
20210119,14419.25,10,30,1
20210119,14437.55,10,31,-1
20210119,14434.15,10,32,-1
20210119,14433.2,10,33,1
20210119,14434.85,10,34,-1
20210119,14431.4,10,35,1
20210119,14439.15,10,36,-1
20210119,14436.8,10,37,-1
20210119,14434.7,10,38,1
20210119,14437.1,10,39,-1
20210119,14432.85,10,40,-1
20210119,14432.15,10,41,1
20210119,14433.75,10,42,-1
20210119,14432.8,10,43,1
20210119,14436.9,10,44,1
20210119,14440.3,10,45,-1
20210119,14441.75,10,46,1
20210119,14442.85,10,47,1
20210119,14446.15,10,48,-1
20210119,14443.85,10,49,1
20210119,14444.2,10,50,1
20210119,14452.1,10,51,1
20210119,14453.95,10,52,-1
20210119,14445.4,10,53,1
20210119,14445.9,10,54,-1
20210119,14444.9,10,55,-1
20210119,14443.45,10,56,1
20210119,14445.9,10,57,1
20210119,14450.7,10,58,-1
20210119,14448.9,10,59,-1
20210119,14445.3,11,00,1
20210119,14450.45,11,01,-1
20210119,14448.7,11,02,-1
20210119,14443.05,11,03,1
20210119,14447.1,11,04,1
20210119,14448.45,11,05,-1
20210119,14446.55,11,06,-1
20210119,14442.25,11,07,1
20210119,14443.35,11,08,1
20210119,14445.05,11,09,-1
20210119,14443.25,11,10,1
20210119,14445.1,11,11,1
20210119,14446.8,11,12,-1
